Station Name,Latitude,Number_Of_Bikes,Empty Slots,ll,name,category,latitude,longitude,distance,bike_location,rating,popularity,price,review_count
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Sosa Mediterranean Foods,Mediterranean Restaurant,30.261951,-97.739879,1421,"30.26211,-97.73875",,0.889392681,1,
South Congress/Barton Springs @ The Austin American-Statesman,30.25872,2,11,"30.25872,-97.74614",Copper Restaurant,Bistro,30.258581,-97.746684,71,"30.25872,-97.74614",,0.864743818,3,
South Congress/Barton Springs @ The Austin American-Statesman,30.25872,2,11,"30.25872,-97.74614",Soco Bar & Bites,Cocktail Bar,30.258567,-97.7471,72,"30.25872,-97.74614",,0.641622156,1,
South Congress/Barton Springs @ The Austin American-Statesman,30.25872,2,11,"30.25872,-97.74614",Barrr,Beer Bar,30.259361,-97.746286,83,"30.25872,-97.74614",,0.868818991,,
South Congress/Barton Springs @ The Austin American-Statesman,30.25872,2,11,"30.25872,-97.74614",Hyatt Regency-Marker 10 Spirits & Cuisine,Bar,30.259178,-97.747005,97,"30.25872,-97.74614",,,,
East 6th/Pedernales,30.25902,6,5,"30.25902,-97.71479",La Holly,Cocktail Bar,30.259035,-97.714312,26,"30.25902,-97.71479",7.7,0.953843719,2,
East 6th/Pedernales,30.25902,6,5,"30.25902,-97.71479",Sosa Mediterranean Foods,Mediterranean Restaurant,30.259035,-97.714312,45,"30.25902,-97.71479",,,,
East 6th/Pedernales,30.25902,6,5,"30.25902,-97.71479",Ararat Mid-East Fusion,Arts and Entertainment,30.259224,-97.716008,119,"30.25902,-97.71479",,,,
East 6th/Pedernales,30.25902,6,5,"30.25902,-97.71479",Greater Goods Coffee Roasters,Café,30.257748,-97.715064,127,"30.25902,-97.71479",9.1,0.986880317,1,
East 6th/Pedernales,30.25902,6,5,"30.25902,-97.71479",Ararat ToGo + Coffee Window,"Cafes, Coffee, and Tea Houses",30.259204,-97.716183,135,"30.25902,-97.71479",,,,
East 6th/Pedernales,30.25902,6,5,"30.25902,-97.71479",The Pershing,Cocktail Bar,30.25793,-97.715657,157,"30.25902,-97.71479",,0.958623145,,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Trifecta On 3rd,Lounge,30.267542,-97.749433,19,"30.26709,-97.74947",6,0.956724036,2,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Meat & Bread,Sandwich Restaurant,30.267083,-97.749849,37,"30.26709,-97.74947",,0.911754698,1,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",JuiceLand,Restaurant,30.266787,-97.749758,43,"30.26709,-97.74947",,,,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Poke Bowl,Poke Restaurant,30.267417,-97.749798,47,"30.26709,-97.74947",,0.904363996,,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Polvo's DT,Mexican Restaurant,30.267292,-97.749907,47,"30.26709,-97.74947",,,,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Polvo's Downtown,Mexican Restaurant,30.267445,-97.749405,61,"30.26709,-97.74947",,0.869333333,1,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Hestia,American Restaurant,30.266737,-97.749903,67,"30.26709,-97.74947",8.6,0.928743818,4,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Intelligentsia Co,Coffee Shop,30.266651,-97.749779,68,"30.26709,-97.74947",7.7,0.974820969,1,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Kalimotxo,Tapas Restaurant,30.266737,-97.749903,74,"30.26709,-97.74947",7.4,0.902512364,3,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Juan Pelota Café,Coffee Shop,30.268,-97.749224,96,"30.26709,-97.74947",8.5,0.953440158,1,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Polvo's Downtown Mexican Restaurant,Mexican Restaurant,30.266644,-97.749987,104,"30.26709,-97.74947",6.4,0.951628091,1,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",The Mockingbird,Bar,30.266244,-97.749842,118,"30.26709,-97.74947",,0.942781405,1,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Goldie’s,Cocktail Bar,30.266168,-97.750061,123,"30.26709,-97.74947",,0.951192878,3,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Goldie's Sunken Bar,Cocktail Bar,30.2661,-97.750071,124,"30.26709,-97.74947",,,,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",The Codependent,Cocktail Bar,30.26772,-97.750786,127,"30.26709,-97.74947",8.2,0.980716123,3,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",La Piscina,Mexican Restaurant,30.266097,-97.750159,128,"30.26709,-97.74947",7.6,0.931117705,1,
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Flower Child,American Restaurant,30.265858,-97.749281,136,"30.26709,-97.74947",8.4,0.969068249,3,
21st/Speedway @ PCL,30.28298,8,13,"30.28298,-97.73731",Wendy's,Fast Food Restaurant,30.282978,-97.737094,24,"30.28298,-97.73731",5.2,0.979988131,1,
21st/Speedway @ PCL,30.28298,8,13,"30.28298,-97.73731",Jesta Pizza,Pizzeria,30.282899,-97.736761,69,"30.28298,-97.73731",,0.949903066,1,
21st/Speedway @ PCL,30.28298,8,13,"30.28298,-97.73731",J2 Jester second Floor Dining,Buffet,30.282577,-97.736949,77,"30.28298,-97.73731",,0.998061325,,
11th/Salina ,30.2664,5,6,"30.2664,-97.72164",Figure 8 Coffe,Café,30.266629,-97.720101,169,"30.2664,-97.72164",8.9,0.975493571,1,
Rosewood/Chicon,30.26976,3,8,"30.26976,-97.7184",Rockstar Bagels,Bagel Shop,30.26998,-97.718958,56,"30.26976,-97.7184",9,0.967335312,1,
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Mohawk,Rock Club,30.270039,-97.735999,62,"30.27018,-97.73531",8.9,0.989768546,1,
10th/Red River,30.27018,6,7,"30.27018,-97.73531",The backYard at Waller Creek,Music Venue,30.270412,-97.734353,78,"30.27018,-97.73531",7.5,0.893768546,3,
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Quesoff III,Bar,30.269921,-97.736155,86,"30.27018,-97.73531",,,,
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Sheraton Hotel Bar,Hotel Bar,30.270684,-97.734311,96,"30.27018,-97.73531",5.7,0.994690406,3,
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Cheer Up Charlies,Cocktail Bar,30.269574,-97.736416,106,"30.27018,-97.73531",8.8,0.988660732,2,
10th/Red River,30.27018,6,7,"30.27018,-97.73531",HapPea Vegans,Restaurant,30.26969,-97.736358,114,"30.27018,-97.73531",,,,
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Sheraton Club Level Lounge,Hotel Bar,30.270623,-97.734113,117,"30.27018,-97.73531",5.9,0.944917903,3,
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Cheer Up Charlie's Inside,Bar,30.269626,-97.736373,119,"30.27018,-97.73531",,0.823066271,2,
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Arlo's,American Restaurant,30.269574,-97.736416,126,"30.27018,-97.73531",8.4,0.911960435,1,
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Serranos Cafe & Cantina Downtown - Symphony Square,Tex-Mex Restaurant,30.271513,-97.735079,149,"30.27018,-97.73531",,,,
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",Sushi Zushi,Sushi Restaurant,30.274466,-97.76465,19,"30.27454,-97.7645",7.8,0.952,2,
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",Stubb's Bar-B-Que,BBQ Joint,30.274574,-97.76415,33,"30.27454,-97.7645",,,,
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",El Arroyo,Tex-Mex Restaurant,30.274788,-97.764462,34,"30.27454,-97.7645",7.7,0.981546983,2,
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",El Arroyo Catering,Latin American Restaurant,30.274795,-97.764254,36,"30.27454,-97.7645",,,,
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",Do-Rite BBQ,BBQ Joint,30.274391,-97.764869,39,"30.27454,-97.7645",,,,
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",Castle Hill Cafe,Restaurant,30.27471,-97.764129,40,"30.27454,-97.7645",,,,
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",Mean Eyed Cat,Dive Bar,30.274434,-97.764931,43,"30.27454,-97.7645",,,,
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",Stubb's Bar B Q At The Mean,BBQ Joint,30.274434,-97.764931,43,"30.27454,-97.7645",,,,
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",Mean Eyed Cat Beer Bar,Bar,30.274521,-97.764961,44,"30.27454,-97.7645",,0.878551929,2,
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",Metcalf Barbecue,Beer Bar,30.274521,-97.764969,45,"30.27454,-97.7645",,,,
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",Mean Eyed Cat,Bar,30.274636,-97.765051,53,"30.27454,-97.7645",8.8,0.980336301,1,
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",Donn's Depot,Bar,30.274016,-97.763339,136,"30.27454,-97.7645",8.1,0.981562809,1,
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",PubCrawler of Austin,Arts and Entertainment,30.274832,-97.763213,677,"30.27454,-97.7645",8.2,0.937756677,,
Rosewood/Angelina,30.26908,3,7,"30.26908,-97.72429",Anything's Baked Potat,Cajun / Creole Restaurant,30.26913,-97.724613,29,"30.26908,-97.72429",,0.119469832,2,
Rosewood/Angelina,30.26908,3,7,"30.26908,-97.72429",Project Pollo,Sandwich Restaurant,30.268703,-97.724162,43,"30.26908,-97.72429",,,,
Rosewood/Angelina,30.26908,3,7,"30.26908,-97.72429",Side Spot Superette,Beer Bar,30.268626,-97.724208,44,"30.26908,-97.72429",,0.641804154,2,
Rosewood/Angelina,30.26908,3,7,"30.26908,-97.72429",East Side Pies,Pizzeria,30.268651,-97.724135,45,"30.26908,-97.72429",8.1,0.946959446,2,
Rosewood/Angelina,30.26908,3,7,"30.26908,-97.72429",George Washington Carver Genealogy Center,Museum,30.269928,-97.72433,94,"30.26908,-97.72429",,,,
Rosewood/Angelina,30.26908,3,7,"30.26908,-97.72429",Boyd Vance Theater,Museum,30.270021,-97.724267,95,"30.26908,-97.72429",7,0.055936696,,
Rosewood/Angelina,30.26908,3,7,"30.26908,-97.72429",Micklethwait Craft Meats,BBQ Joint,30.268547,-97.725186,107,"30.26908,-97.72429",8.9,0.937590504,2,
Rosewood/Angelina,30.26908,3,7,"30.26908,-97.72429",Taco Bronco Pop Up,BBQ Joint,30.268467,-97.725182,109,"30.26908,-97.72429",,,,
Rosewood/Angelina,30.26908,3,7,"30.26908,-97.72429",George Washington Carver Museum,History Museum,30.270021,-97.724267,123,"30.26908,-97.72429",7.7,0.949230465,,
Rosewood/Angelina,30.26908,3,7,"30.26908,-97.72429",Taco Bronco,Taco Restaurant,30.268615,-97.725176,2873,"30.26908,-97.72429",,0.621159248,1,
East 4th/Chicon,30.25968,2,6,"30.25968,-97.72321",Lone Star Hokahs and Events,Night Club,30.258877,-97.723377,90,"30.25968,-97.72321",,,,
East 4th/Chicon,30.25968,2,6,"30.25968,-97.72321",La Super Michoacana,Ice Cream Parlor,30.259404,-97.721846,216,"30.25968,-97.72321",,0.833376855,1,
East 2nd/Pedernales,30.25544,6,4,"30.25544,-97.71677",Juniper,Cocktail Bar,30.254803,-97.717455,89,"30.25544,-97.71677",8.4,0.941562809,2,
East 2nd/Pedernales,30.25544,6,4,"30.25544,-97.71677",Nom Burgers,Burger Joint,30.25482,-97.717432,93,"30.25544,-97.71677",,,,
East 2nd/Pedernales,30.25544,6,4,"30.25544,-97.71677",Blue Owl Brewing,Beer Bar,30.254707,-97.716987,94,"30.25544,-97.71677",8.3,0.938286845,2,
East 2nd/Pedernales,30.25544,6,4,"30.25544,-97.71677",Possum Pizza,Pizzeria,30.255127,-97.718262,147,"30.25544,-97.71677",,,,
East 2nd/Pedernales,30.25544,6,4,"30.25544,-97.71677",Milky Way Shakes,Dessert Shop,30.255089,-97.718234,161,"30.25544,-97.71677",,0.876898121,1,
East 2nd/Pedernales,30.25544,6,4,"30.25544,-97.71677",The Vegan Nom,Latin American Restaurant,30.255003,-97.718183,8593,"30.25544,-97.71677",,0.341998022,2,
Riverside/South Lamar,30.26437,5,8,"30.26437,-97.75624",Nido,Restaurant,30.264075,-97.756855,67,"30.26437,-97.75624",,0.97907814,2,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",The Grackle,Dive Bar,30.262597,-97.724186,12,"30.2627,-97.7243",7.9,0.965412463,1,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",Drop Kick,Music Venue,30.262728,-97.724711,48,"30.2627,-97.7243",,0.912601385,3,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",Zilker Brewing Co,Brewery,30.262167,-97.72466,58,"30.2627,-97.7243",9.1,0.987268051,2,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",The Liberty,Dive Bar,30.262739,-97.725054,75,"30.2627,-97.7243",8.7,0.978690406,1,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",East Side King,Asian Restaurant,30.262757,-97.72519,75,"30.2627,-97.7243",8.4,0.898199802,2,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",The Liberty,Bar,30.262671,-97.725085,75,"30.2627,-97.7243",,,,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",Spicy Boys Fried Chicken,Dessert Shop,30.262063,-97.7244,78,"30.2627,-97.7243",7.7,0.89051632,,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",Hot Mess,BBQ Joint,30.261988,-97.724619,84,"30.2627,-97.7243",,,,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",Kohana Coffee,Coffee Shop,30.262135,-97.724941,87,"30.2627,-97.7243",,,,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",Suerte,Mexican Restaurant,30.262175,-97.723141,112,"30.2627,-97.7243",9.2,0.98132542,1,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",Tamale House East,Taco Restaurant,30.261613,-97.724401,125,"30.2627,-97.7243",7.8,0.934923838,1,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",Via 313 Pizza,Pizzeria,30.26215,-97.723214,131,"30.2627,-97.7243",9.1,0.977875371,1,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",Nasha,Asian Restaurant,30.263744,-97.724857,132,"30.2627,-97.7243",6.6,0.963386746,2,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",Yellow Jacket Social Club,Lounge,30.261716,-97.724661,139,"30.2627,-97.7243",8.5,0.974187933,1,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",Poe's Fuego,Caribbean Restaurant,30.262545,-97.722832,141,"30.2627,-97.7243",,,,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",Rosarito,Mexican Restaurant,30.262046,-97.722954,148,"30.2627,-97.7243",,,,
6th/Chalmers,30.2627,2,11,"30.2627,-97.7243",Dolce Bacio Gelato,Restaurant,30.263075,-97.725761,153,"30.2627,-97.7243",,0.866318497,1,
3rd/Trinity @ The Convention Center,30.26428,2,9,"30.26428,-97.74033",Fogo De Chao,Brazilian Restaurant,30.264193,-97.740842,35,"30.26428,-97.74033",7.7,0.974765579,4,
3rd/Trinity @ The Convention Center,30.26428,2,9,"30.26428,-97.74033",STK,Steakhouse,30.2642,-97.7409,55,"30.26428,-97.74033",,,,
3rd/Trinity @ The Convention Center,30.26428,2,9,"30.26428,-97.74033",Cafe Blue Downtown Austin,Seafood Restaurant,30.263624,-97.740999,85,"30.26428,-97.74033",6.3,0.974219585,3,
3rd/Trinity @ The Convention Center,30.26428,2,9,"30.26428,-97.74033",MAX's Wine Dive Austin,Wine Bar,30.264393,-97.74157,92,"30.26428,-97.74033",7.8,0.90646093,3,
3rd/Trinity @ The Convention Center,30.26428,2,9,"30.26428,-97.74033",Fleming's Prime Steakhouse & Wine Bar,Steakhouse,30.263685,-97.741197,93,"30.26428,-97.74033",8.1,0.940296736,4,
3rd/Trinity @ The Convention Center,30.26428,2,9,"30.26428,-97.74033",Max's Underground,Bar,30.264461,-97.74156,100,"30.26428,-97.74033",,0.909151335,2,
3rd/Trinity @ The Convention Center,30.26428,2,9,"30.26428,-97.74033",Gallery Restaurant Group,Restaurant,30.26485,-97.741157,101,"30.26428,-97.74033",,,,
3rd/Trinity @ The Convention Center,30.26428,2,9,"30.26428,-97.74033",Vince Young Steakhouse,American Restaurant,30.264747,-97.741101,102,"30.26428,-97.74033",7.8,0.98504451,3,
3rd/Trinity @ The Convention Center,30.26428,2,9,"30.26428,-97.74033",P.F. Chang's China Bistro,Chinese Restaurant,30.263763,-97.74153,117,"30.26428,-97.74033",7.5,0.975928783,2,
3rd/Trinity @ The Convention Center,30.26428,2,9,"30.26428,-97.74033",Mai Thai Restaurant,Thai Restaurant,30.264393,-97.74157,123,"30.26428,-97.74033",7.4,0.980272997,2,
3rd/Trinity @ The Convention Center,30.26428,2,9,"30.26428,-97.74033",Marriott Courtyard - Lobby,Hotel Bar,30.265517,-97.74036,137,"30.26428,-97.74033",5.5,0.083101879,3,
3rd/Trinity @ The Convention Center,30.26428,2,9,"30.26428,-97.74033",Micheladas Cafe y Cantina,Bar,30.263267,-97.740917,158,"30.26428,-97.74033",7,0.944308605,2,
3rd/Trinity @ The Convention Center,30.26428,2,9,"30.26428,-97.74033",Le Café Crêpe,French Restaurant,30.263806,-97.741592,175,"30.26428,-97.74033",7.2,0.952411474,2,
Rainey/Cummings,30.25579,2,13,"30.25579,-97.73982",Burgerim-Austin,Burger Joint,30.256684,-97.73911,120,"30.25579,-97.73982",,,,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Anthem,Beer Bar,30.260375,-97.737915,3,"30.26078,-97.73808",8.2,0.991699308,3,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Placeholder,Tiki Bar,30.260838,-97.738207,13,"30.26078,-97.73808",,0.9872364,,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Placeholder Austin,Cocktail Bar,30.260813,-97.738212,13,"30.26078,-97.73808",,,,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",The Alibi,Sports Bar,30.260811,-97.73833,18,"30.26078,-97.73808",6.6,0.879636004,2,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Tommy Want Wingy,American Restaurant,30.260811,-97.73833,19,"30.26078,-97.73808",,0.118987141,1,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Lustre Pearl,Bar,30.260709,-97.73833,20,"30.26078,-97.73808",8.6,0.9887636,2,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Taco Baby,Fast Food Restaurant,30.260718,-97.738414,32,"30.26078,-97.73808",,,,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Cazamance,African Restaurant,30.260497,-97.73831,38,"30.26078,-97.73808",,,,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Golden Tiger,Comfort Food Restaurant,30.260497,-97.73831,38,"30.26078,-97.73808",,,,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Boca,Fast Food Restaurant,30.260471,-97.738383,44,"30.26078,-97.73808",,,,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Bungalow,Cocktail Bar,30.260497,-97.73831,46,"30.26078,-97.73808",7.6,0.92246093,1,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",The Container Bar,Bar,30.260471,-97.738383,58,"30.26078,-97.73808",7.2,0.942195846,2,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Clive Bar,Music Venue,30.260039,-97.738519,80,"30.26078,-97.73808",7.6,0.991287834,2,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",IHOP,American Restaurant,30.261026,-97.737331,86,"30.26078,-97.73808",5.9,0.997103858,1,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Bar Ilegal,Bar,30.260039,-97.738519,92,"30.26078,-97.73808",7.4,0.873179031,2,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Little Brother,Bar,30.26001,-97.738041,93,"30.26078,-97.73808",7.8,0.952466864,2,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",double trouble BBQ,BBQ Joint,30.259971,-97.73853,94,"30.26078,-97.73808",,0.314334322,2,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",East Ave Lounge,Beer Garden,30.259803,-97.737521,102,"30.26078,-97.73808",,0.731188922,1,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",The Drafting Room,Beer Bar,30.260039,-97.738519,104,"30.26078,-97.73808",8.2,0.941095945,2,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Asador,BBQ Joint,30.259943,-97.738612,106,"30.26078,-97.73808",,,,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Parlor Room,Cocktail Bar,30.25981,-97.738624,114,"30.26078,-97.73808",7.8,0.967525223,3,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Rainey Hookah Lounge,Hookah Bar,30.259803,-97.737521,121,"30.26078,-97.73808",,,,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Metcalf Barbecue,BBQ Joint,30.259662,-97.738133,124,"30.26078,-97.73808",,,,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Rainey Hookah Lounge & Bar,Hookah Bar,30.259728,-97.737739,125,"30.26078,-97.73808",7,0.857139466,1,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Baltimore Ballers,Bakery,30.260418,-97.737977,126,"30.26078,-97.73808",,0.823754698,1,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Geraldine's,Restaurant,30.260178,-97.73905,129,"30.26078,-97.73808",8.2,0.96385361,3,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Café 605,Restaurant,30.260178,-97.73905,129,"30.26078,-97.73808",8.1,0.979948566,1,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Stagger Lee,Arts and Entertainment,30.25951,-97.738188,129,"30.26078,-97.73808",7.6,0.945812067,2,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Augustine Cocktail Lounge,Cocktail Bar,30.259538,-97.738666,131,"30.26078,-97.73808",7.6,0.955964392,3,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Metcalf BBQ,BBQ Joint,30.259602,-97.73815,131,"30.26078,-97.73808",,0.747457962,2,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Augustine,Cocktail Bar,30.259649,-97.738718,139,"30.26078,-97.73808",,,,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Idle Hands,Cocktail Bar,30.259527,-97.738323,142,"30.26078,-97.73808",,0.970057369,2,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Garrison,American Restaurant,30.26207,-97.738411,149,"30.26078,-97.73808",6.6,0.954365974,2,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Revue,Bar,30.26207,-97.738411,152,"30.26078,-97.73808",,0.946848665,,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Three B's Tacos,Mexican Restaurant,30.259606,-97.738656,154,"30.26078,-97.73808",,0.810191889,1,
Rainey/Driskill,30.26078,7,4,"30.26078,-97.73808",Good Things,Café,30.262095,-97.738338,185,"30.26078,-97.73808",6.5,0.946365974,1,
South Congress/Mary,30.24496,4,7,"30.24496,-97.75127",Torchy’S Tacos,Mexican Restaurant,30.245541,-97.751677,63,"30.24496,-97.75127",8.8,0.991849654,2,
South Congress/Mary,30.24496,4,7,"30.24496,-97.75127",Magnolia Cafe South,Restaurant,30.244454,-97.751846,71,"30.24496,-97.75127",8.4,0.982116716,2,
South Congress/Mary,30.24496,4,7,"30.24496,-97.75127",Magnolia Cafe's Office,Diner,30.244194,-97.751981,109,"30.24496,-97.75127",,,,
South Congress/Mary,30.24496,4,7,"30.24496,-97.75127",Big Vinny's BBQ,BBQ Joint,30.245913,-97.751343,4985,"30.24496,-97.75127",,0.132059347,2,
22nd/Pearl,30.2854,1,9,"30.2854,-97.74673",UTea Pho,Sandwich Restaurant,30.286395,-97.745676,136,"30.2854,-97.74673",,0.985558853,2,
28th/Rio Grande,30.29312,2,8,"30.29312,-97.74412",Nate's Kitchen,Southern / Soul Food Restaurant,30.293552,-97.743942,50,"30.29312,-97.74412",,,,
28th/Rio Grande,30.29312,2,8,"30.29312,-97.74412",Les Bobos Crepes,Creperie,30.292515,-97.743965,68,"30.29312,-97.74412",,,,
23rd/Pearl,30.28731,2,8,"30.28731,-97.7465",University Towers Food Court,Buffet,30.287843,-97.746141,68,"30.28731,-97.7465",,,,
23rd/Pearl,30.28731,2,8,"30.28731,-97.7465",Thundercloud Subs,Fast Food Restaurant,30.287747,-97.745673,93,"30.28731,-97.7465",,,,
