Station_Name,Latitude,Longitude,Number of Bikes,Empty Slots,ll,name,category,latitude,longitude,distance,bike_location,rating,popularity,price,review_count
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Amy's Ice Cream,Burger Joint,30.25084,-97.74899,20.0,"30.25103,-97.74926",8.9,0.9795766567754698,1.0,
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Hot Coffee Good Food,Restaurant,30.25084,-97.74899,33.0,"30.25103,-97.74926",,,,
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Burro Cheese Kitchen,Sandwich Restaurant,30.251459,-97.748687,36.0,"30.25103,-97.74926",7.9,0.0541721068249258,1.0,
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",The Continental Club,Rock Club,30.250458,-97.748981,51.0,"30.25103,-97.74926",8.8,0.978864490603363,2.0,
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Joann’s Fine Foods,Diner,30.251598,-97.749218,53.0,"30.25103,-97.74926",7.1,0.9812304648862512,1.0,
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Gemma Love,Caribbean Restaurant,30.250597,-97.749511,53.0,"30.25103,-97.74926",,,,
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Jo's Burger Box,Burger Joint,30.251691,-97.749134,61.0,"30.25103,-97.74926",,0.6802927794263106,1.0,
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Hotel San Jose Bar,Bar,30.250404,-97.749042,72.0,"30.25103,-97.74926",8.5,0.8527715133531157,2.0,
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Flying Carpet,Moroccan Restaurant,30.250436,-97.749605,75.0,"30.25103,-97.74926",,0.840538081107814,2.0,
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",White Tiger,Bar,30.250304,-97.749136,81.0,"30.25103,-97.74926",,,,
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",El Sol y La Luna,Mexican Restaurant,30.251988,-97.749019,108.0,"30.25103,-97.74926",,0.1666547972304649,1.0,
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Jeni's Splendid Ice Creams,Ice Cream Parlor,30.252167,-97.74906,116.0,"30.25103,-97.74926",8.0,0.9806053412462908,1.0,
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Sno Cones,Ice Cream Parlor,30.250436,-97.749605,175.0,"30.25103,-97.74926",,0.4941325420375865,,
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Juice Austin,Restaurant,30.251459,-97.748687,314.0,"30.25103,-97.74926",8.5,0.7419821958456974,1.0,
21st/Speedway @ PCL,30.28298,-97.73731,3,18,"30.28298,-97.73731",Wendy's,Fast Food Restaurant,30.282978,-97.737094,24.0,"30.28298,-97.73731",5.2,0.9799881305637982,1.0,
21st/Speedway @ PCL,30.28298,-97.73731,3,18,"30.28298,-97.73731",Jesta Pizza,Pizzeria,30.282899,-97.736761,69.0,"30.28298,-97.73731",,0.9499030662710188,1.0,
21st/Speedway @ PCL,30.28298,-97.73731,3,18,"30.28298,-97.73731",J2 Jester second Floor Dining,Buffet,30.282577,-97.736949,77.0,"30.28298,-97.73731",,0.9980613254203758,,
23rd/Pearl,30.28731,-97.7465,1,10,"30.28731,-97.7465",University Towers Food Court,Buffet,30.287843,-97.746141,68.0,"30.28731,-97.7465",,,,
23rd/Pearl,30.28731,-97.7465,1,10,"30.28731,-97.7465",Thundercloud Subs,Fast Food Restaurant,30.287747,-97.745673,93.0,"30.28731,-97.7465",,,,
23rd/Pearl,30.28731,-97.7465,1,10,"30.28731,-97.7465",Arab Cowboy,Hookah Bar,30.287932,-97.746818,102.0,"30.28731,-97.7465",7.2,0.9505756676557864,2.0,
23rd/Pearl,30.28731,-97.7465,1,10,"30.28731,-97.7465",Chef Hong,Chinese Restaurant,30.288003,-97.747359,130.0,"30.28731,-97.7465",,0.9437942631058358,1.0,
23rd/Pearl,30.28731,-97.7465,1,10,"30.28731,-97.7465",UTea Pho,Sandwich Restaurant,30.286395,-97.745676,139.0,"30.28731,-97.7465",,0.9855588526211672,2.0,
23rd/Pearl,30.28731,-97.7465,1,10,"30.28731,-97.7465",Raku Sushi and Asian Bistro,Asian Restaurant,30.286656,-97.74529,182.0,"30.28731,-97.7465",6.3,0.9553788328387736,2.0,
23rd/Pearl,30.28731,-97.7465,1,10,"30.28731,-97.7465",Austin's Pizza,Pizzeria,30.286656,-97.74529,214.0,"30.28731,-97.7465",,0.897084075173096,1.0,
11th/Salina ,30.2664,-97.72164,5,6,"30.2664,-97.72164",Figure 8 Coffe,Café,30.266629,-97.720101,169.0,"30.2664,-97.72164",8.9,0.9754935707220572,1.0,
Rosewood/Chicon,30.26976,-97.7184,3,8,"30.26976,-97.7184",Rockstar Bagels,Bagel Shop,30.26998,-97.718958,56.0,"30.26976,-97.7184",9.0,0.9673353115727004,1.0,
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Mohawk,Rock Club,30.270039,-97.735999,62.0,"30.27018,-97.73531",8.9,0.9897685459940652,1.0,
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",The backYard at Waller Creek,Music Venue,30.270412,-97.734353,78.0,"30.27018,-97.73531",7.5,0.8937685459940653,3.0,
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Quesoff III,Bar,30.269921,-97.736155,86.0,"30.27018,-97.73531",,,,
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Sheraton Hotel Bar,Hotel Bar,30.270684,-97.734311,96.0,"30.27018,-97.73531",5.7,0.9946904055390702,3.0,
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Cheer Up Charlies,Cocktail Bar,30.269574,-97.736416,106.0,"30.27018,-97.73531",8.8,0.9886607319485656,2.0,
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",HapPea Vegans,Restaurant,30.26969,-97.736358,114.0,"30.27018,-97.73531",,,,
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Sheraton Club Level Lounge,Hotel Bar,30.270623,-97.734113,117.0,"30.27018,-97.73531",5.9,0.944917903066271,3.0,
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Cheer Up Charlie's Inside,Bar,30.269626,-97.736373,119.0,"30.27018,-97.73531",,0.8230662710187933,2.0,
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Arlo's,American Restaurant,30.269574,-97.736416,126.0,"30.27018,-97.73531",8.4,0.9119604352126608,1.0,
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Serranos Cafe & Cantina Downtown - Symphony Square,Tex-Mex Restaurant,30.271513,-97.735079,149.0,"30.27018,-97.73531",,,,
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",Sushi Zushi,Sushi Restaurant,30.274466,-97.76465,19.0,"30.27454,-97.7645",7.8,0.952,2.0,
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",Stubb's Bar-B-Que,BBQ Joint,30.274574,-97.76415,33.0,"30.27454,-97.7645",,,,
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",El Arroyo,Tex-Mex Restaurant,30.274788,-97.764462,34.0,"30.27454,-97.7645",7.7,0.9815469831849654,2.0,
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",El Arroyo Catering,Latin American Restaurant,30.274795,-97.764254,36.0,"30.27454,-97.7645",,,,
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",Do-Rite BBQ,BBQ Joint,30.274391,-97.764869,39.0,"30.27454,-97.7645",,,,
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",Castle Hill Cafe,Restaurant,30.27471,-97.764129,40.0,"30.27454,-97.7645",,,,
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",Mean Eyed Cat,Dive Bar,30.274434,-97.764931,43.0,"30.27454,-97.7645",,,,
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",Stubb's Bar B Q At The Mean,BBQ Joint,30.274434,-97.764931,43.0,"30.27454,-97.7645",,,,
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",Mean Eyed Cat Beer Bar,Bar,30.274521,-97.764961,44.0,"30.27454,-97.7645",,0.8785519287833828,2.0,
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",Metcalf Barbecue,Beer Bar,30.274521,-97.764969,45.0,"30.27454,-97.7645",,,,
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",Mean Eyed Cat,Bar,30.274636,-97.765051,53.0,"30.27454,-97.7645",8.8,0.9803363006923838,1.0,
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",Donn's Depot,Bar,30.274016,-97.763339,136.0,"30.27454,-97.7645",8.1,0.9815628090999012,1.0,
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",PubCrawler of Austin,Arts and Entertainment,30.274832,-97.763213,677.0,"30.27454,-97.7645",8.2,0.9377566765578637,,
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Kinsolving Dining Hall,Buffet,30.290475,-97.739794,80.0,"30.2898,-97.74041",,0.996542037586548,,
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Hole in the Wall,Rock Club,30.289916,-97.741607,104.0,"30.2898,-97.74041",8.1,0.981072205736894,,
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Moody's Kitchen and Bar,Bar,30.289925,-97.741529,108.0,"30.2898,-97.74041",,0.8718654797230465,3.0,
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Guts 'n Glorie,American Restaurant,30.289823,-97.741691,113.0,"30.2898,-97.74041",,0.4852146389713155,,
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Korean Japanese Restaurant,Asian Restaurant,30.289712,-97.741639,118.0,"30.2898,-97.74041",,,,
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Littlefield Patio Cafe,Deli,30.288615,-97.740152,121.0,"30.2898,-97.74041",,0.9721226508407518,,
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Tiffanys,Coffee Shop,30.290163,-97.741638,124.0,"30.2898,-97.74041",,,,
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Zombie Taco,Taco Restaurant,30.290052,-97.741586,125.0,"30.2898,-97.74041",,0.8803719090009892,1.0,
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Madam Mam's Noodles and More,Italian Restaurant,30.289509,-97.741671,125.0,"30.2898,-97.74041",,,,
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Kokodak,Asian Restaurant,30.289916,-97.741607,127.0,"30.2898,-97.74041",,0.5021167161226509,2.0,
Rosewood/Angelina,30.26908,-97.72429,3,7,"30.26908,-97.72429",Anything's Baked Potat,Cajun / Creole Restaurant,30.26913,-97.724613,29.0,"30.26908,-97.72429",,0.1194698318496538,2.0,
Rosewood/Angelina,30.26908,-97.72429,3,7,"30.26908,-97.72429",Project Pollo,Sandwich Restaurant,30.268703,-97.724162,43.0,"30.26908,-97.72429",,,,
Rosewood/Angelina,30.26908,-97.72429,3,7,"30.26908,-97.72429",Side Spot Superette,Beer Bar,30.268626,-97.724208,44.0,"30.26908,-97.72429",,0.6418041543026706,2.0,
Rosewood/Angelina,30.26908,-97.72429,3,7,"30.26908,-97.72429",East Side Pies,Pizzeria,30.268651,-97.724135,45.0,"30.26908,-97.72429",8.1,0.9469594460929772,2.0,
Rosewood/Angelina,30.26908,-97.72429,3,7,"30.26908,-97.72429",George Washington Carver Genealogy Center,Museum,30.269928,-97.72433,94.0,"30.26908,-97.72429",,,,
Rosewood/Angelina,30.26908,-97.72429,3,7,"30.26908,-97.72429",Boyd Vance Theater,Museum,30.270021,-97.724267,95.0,"30.26908,-97.72429",7.0,0.0559366963402571,,
Rosewood/Angelina,30.26908,-97.72429,3,7,"30.26908,-97.72429",Micklethwait Craft Meats,BBQ Joint,30.268547,-97.725186,107.0,"30.26908,-97.72429",8.9,0.9375905044510384,2.0,
Rosewood/Angelina,30.26908,-97.72429,3,7,"30.26908,-97.72429",Taco Bronco Pop Up,BBQ Joint,30.268467,-97.725182,109.0,"30.26908,-97.72429",,,,
Rosewood/Angelina,30.26908,-97.72429,3,7,"30.26908,-97.72429",George Washington Carver Museum,History Museum,30.270021,-97.724267,123.0,"30.26908,-97.72429",7.7,0.9492304648862512,,
Rosewood/Angelina,30.26908,-97.72429,3,7,"30.26908,-97.72429",Taco Bronco,Taco Restaurant,30.268615,-97.725176,2873.0,"30.26908,-97.72429",,0.6211592482690406,1.0,
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",Glorias on W.6st,Latin American Restaurant,30.268947,-97.745349,11.0,"30.26889,-97.74525",,,,
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",The Belmont,Music Venue,30.268685,-97.745735,30.0,"30.26889,-97.74525",8.2,0.9715924826904055,2.0,
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",Austin Ale House,Beer Garden,30.268565,-97.745449,37.0,"30.26889,-97.74525",7.0,0.963679525222552,2.0,
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",The Iron Bear,Arts and Entertainment,30.268442,-97.745506,55.0,"30.26889,-97.74525",,,,
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",Gloria’s Latin Cuisine,Latin American Restaurant,30.268965,-97.745485,56.0,"30.26889,-97.74525",7.3,0.9503382789317508,2.0,
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525","Thistle While You Work, Healthy Food On The Go",Café,30.268407,-97.744674,63.0,"30.26889,-97.74525",6.1,0.9465796241345202,1.0,
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",The Hideout Coffee Bar,Coffee Shop,30.268013,-97.745632,82.0,"30.26889,-97.74525",,0.9014203758654796,1.0,
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",Thistle Cafe,Café,30.268246,-97.744768,85.0,"30.26889,-97.74525",,,,
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",Rebels Honky Tonk,Night Club,30.267752,-97.746018,146.0,"30.26889,-97.74525",,,,
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",Hudson On Fifth,Wine Bar,30.267709,-97.745956,147.0,"30.26889,-97.74525",,,,
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",Maiko Sushi Lounge,Asian Restaurant,30.268643,-97.745673,638.0,"30.26889,-97.74525",7.7,0.9064292779426312,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Victorian Room at the Driskill,Music Venue,30.267948,-97.741708,25.0,"30.26756,-97.7415",7.8,0.9769337289812068,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Eureka,Restaurant,30.267766,-97.741115,36.0,"30.26756,-97.7415",8.4,0.9862868447082096,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Friends Bar,Dive Bar,30.267766,-97.741115,49.0,"30.26756,-97.7415",7.1,0.9858516320474776,1.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",1886 Cafe & Bakery,Bakery,30.267948,-97.741708,53.0,"30.26756,-97.7415",8.5,0.9852502472799208,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",New York New York,Music Venue,30.267322,-97.740908,55.0,"30.26756,-97.7415",,0.871192878338279,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Lit Lounge,Cocktail Bar,30.26734,-97.741043,59.0,"30.26756,-97.7415",6.1,0.8795964391691394,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Firehouse Lounge,Cocktail Bar,30.267969,-97.741083,60.0,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",The Buffalo Lounge,Bar,30.267848,-97.740688,69.0,"30.26756,-97.7415",,0.1088189910979228,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Happy Chicks,Bar,30.267712,-97.740709,71.0,"30.26756,-97.7415",7.6,0.9369416419386746,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",The Parish,Rock Club,30.267675,-97.740759,72.0,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",J. Stephens,Cocktail Bar,30.267848,-97.740688,77.0,"30.26756,-97.7415",,0.5954737883283877,3.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",The Chuggin' Monkey,Music Venue,30.26733,-97.7407,78.0,"30.26756,-97.7415",6.6,0.8537527200791296,1.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Salesforce Cloud Lounge,Night Club,30.266989,-97.742064,83.0,"30.26756,-97.7415",,0.345835806132542,3.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Bbg's,Night Club,30.267848,-97.740688,84.0,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Creamy Wheels,Ice Cream Parlor,30.268044,-97.742176,84.0,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Venue 222,Music Venue,30.267626,-97.740584,91.0,"30.26756,-97.7415",,0.8540059347181009,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Eden Cocktail Room,Cocktail Bar,30.267958,-97.740666,91.0,"30.26756,-97.7415",,0.915188921859545,3.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Jimmy John's,Deli,30.267851,-97.742551,93.0,"30.26756,-97.7415",6.6,0.916811078140455,1.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Bat Bar,Night Club,30.267584,-97.740522,93.0,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",The British Music Embassy,Arts and Entertainment,30.267083,-97.740669,95.0,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Darwin's Pub,Cocktail Bar,30.26733,-97.7407,97.0,"30.26756,-97.7415",6.7,0.960427299703264,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",The Squeezery,Coffee Shop,30.268448,-97.741561,98.0,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Latitude 30,Bar,30.267101,-97.740804,100.0,"30.26756,-97.7415",5.8,0.4179703264094955,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Recess Arcade Bar,Bar,30.267626,-97.740584,101.0,"30.26756,-97.7415",5.9,0.9567398615232444,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Dolph Briscoe Center for American History,History Museum,30.2674,-97.742552,102.0,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",The Good Life Bar Bar,Lounge,30.266578,-97.741576,104.0,"30.26756,-97.7415",7.9,0.1488822947576656,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Roxy,Night Club,30.267745,-97.740428,104.0,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Wax Myrtle's,Cocktail Bar,30.26684,-97.740833,105.0,"30.26756,-97.7415",7.7,0.9876557863501484,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Floppy Disk Repair Co.,Speakeasy,30.266946,-97.742002,106.0,"30.26756,-97.7415",8.4,0.984427299703264,3.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Cava,Restaurant,30.267843,-97.74276,110.0,"30.26756,-97.7415",8.2,0.975897131552918,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Parkside,American Restaurant,30.267139,-97.740309,111.0,"30.26756,-97.7415",8.2,0.9730405539070228,3.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",The Driskill Bar,Hotel Bar,30.267923,-97.741781,116.0,"30.26756,-97.7415",8.5,0.9792838773491592,3.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Pizzeria Papparazzi,Pizzeria,30.267505,-97.740189,116.0,"30.26756,-97.7415",5.8,0.8848189910979228,1.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",San Jac Saloon,Music Venue,30.267462,-97.740127,119.0,"30.26756,-97.7415",8.6,0.9854559841740852,3.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Here Nor There,Cocktail Bar,30.268516,-97.741551,120.0,"30.26756,-97.7415",8.6,0.9689653808110782,3.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Driskill Grill,American Restaurant,30.267955,-97.7415,128.0,"30.26756,-97.7415",7.8,0.8498674579624135,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",The Onion,Pizzeria,30.266377,-97.742159,128.0,"30.26756,-97.7415",6.5,0.9633313550939664,1.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Valentine & Friends,Night Club,30.26719,-97.740169,134.0,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Slake Cafe,Café,30.268881,-97.741425,135.0,"30.26756,-97.7415",8.0,0.9492779426310584,1.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",The Nook Amphitheater,Music Venue,30.267097,-97.740252,140.0,"30.26756,-97.7415",6.7,0.877570722057369,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Frullati Cafe & Bakery,Bakery,30.266831,-97.74271,141.0,"30.26756,-97.7415",,,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Terminal Six,Arts and Entertainment,30.267487,-97.740054,150.0,"30.26756,-97.7415",,0.1018951533135509,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Midnight Cowboy,Cocktail Bar,30.267147,-97.740107,151.0,"30.26756,-97.7415",8.5,0.9650959446092976,3.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Buck Wild,Bar,30.267487,-97.740054,153.0,"30.26756,-97.7415",5.4,0.9485103857566766,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Upstairs at Caroline,Cocktail Bar,30.268716,-97.742279,159.0,"30.26756,-97.7415",8.4,0.934061325420376,,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",The Dirty 6,Bar,30.267151,-97.740658,218.0,"30.26756,-97.7415",,0.8537131552917903,2.0,
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Toulouse,Bar,30.268417,-97.741518,257.0,"30.26756,-97.7415",5.9,0.282864490603363,1.0,
East 4th/Chicon,30.25968,-97.72321,1,7,"30.25968,-97.72321",Lone Star Hokahs and Events,Night Club,30.258877,-97.723377,90.0,"30.25968,-97.72321",,,,
East 4th/Chicon,30.25968,-97.72321,1,7,"30.25968,-97.72321",La Super Michoacana,Ice Cream Parlor,30.259404,-97.721846,216.0,"30.25968,-97.72321",,0.8333768545994066,1.0,
East 2nd/Pedernales,30.25544,-97.71677,6,4,"30.25544,-97.71677",Juniper,Cocktail Bar,30.254803,-97.717455,89.0,"30.25544,-97.71677",8.4,0.9415628090999012,2.0,
East 2nd/Pedernales,30.25544,-97.71677,6,4,"30.25544,-97.71677",Nom Burgers,Burger Joint,30.25482,-97.717432,93.0,"30.25544,-97.71677",,,,
East 2nd/Pedernales,30.25544,-97.71677,6,4,"30.25544,-97.71677",Blue Owl Brewing,Beer Bar,30.254707,-97.716987,94.0,"30.25544,-97.71677",8.3,0.9382868447082096,2.0,
East 2nd/Pedernales,30.25544,-97.71677,6,4,"30.25544,-97.71677",Possum Pizza,Pizzeria,30.255127,-97.718262,147.0,"30.25544,-97.71677",,,,
East 2nd/Pedernales,30.25544,-97.71677,6,4,"30.25544,-97.71677",Milky Way Shakes,Dessert Shop,30.255089,-97.718234,161.0,"30.25544,-97.71677",,0.8768981206726014,1.0,
East 2nd/Pedernales,30.25544,-97.71677,6,4,"30.25544,-97.71677",The Vegan Nom,Latin American Restaurant,30.255003,-97.718183,8593.0,"30.25544,-97.71677",,0.341998021760633,2.0,
26th/Nueces,30.29068,-97.74292,3,9,"30.29068,-97.74292",Madam Mam's,Thai Restaurant,30.29072,-97.742449,38.0,"30.29068,-97.74292",7.4,0.91642334322453,2.0,
26th/Nueces,30.29068,-97.74292,3,9,"30.29068,-97.74292",The Pizza Press,Pizzeria,30.290753,-97.742168,84.0,"30.29068,-97.74292",7.5,0.9935272007912958,1.0,
26th/Nueces,30.29068,-97.74292,3,9,"30.29068,-97.74292",Tingy,Burger Joint,30.291097,-97.741871,111.0,"30.29068,-97.74292",,0.3514935707220574,1.0,
26th/Nueces,30.29068,-97.74292,3,9,"30.29068,-97.74292",Zombie Taco,Taco Restaurant,30.290052,-97.741586,134.0,"30.29068,-97.74292",,0.8803719090009892,1.0,
26th/Nueces,30.29068,-97.74292,3,9,"30.29068,-97.74292",Tiffanys,Coffee Shop,30.290163,-97.741638,135.0,"30.29068,-97.74292",,,,
26th/Nueces,30.29068,-97.74292,3,9,"30.29068,-97.74292",Roppolo’s Pizzeria West Campus,Beer Garden,30.291012,-97.741542,137.0,"30.29068,-97.74292",,,,
26th/Nueces,30.29068,-97.74292,3,9,"30.29068,-97.74292",Roppolo S Pizzeria,Pizzeria,30.291046,-97.741501,141.0,"30.29068,-97.74292",,0.9656023738872404,1.0,
